  30001.0
  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
 -4.6522937e-006  1.0658243e-005 -3.5461111e-006 -2.5958325e-005  5.9726137e-005 -1.9656497e-005 -2.9373927e-006  2.1392294e-005
 -3.0388455e-005  6.8160398e-005 -3.4552645e-005 -8.3256624e-005  1.8723984e-004 -1.2459826e-004 -2.4156777e-005  1.2765118e-004
 -8.4043288e-005  1.7131052e-004 -1.4223279e-004 -1.6082862e-004  2.7363628e-004 -3.4803595e-004 -9.2275947e-005  2.7797016e-004
 -1.7737725e-004  2.9745583e-004 -3.4848390e-004 -2.5234982e-004  3.1537877e-004 -5.4406065e-004 -2.1197123e-004  3.7985486e-004
 -3.0710389e-004  4.4049795e-004 -6.0728953e-004 -3.4115686e-004  3.5549656e-004 -6.3904178e-004 -3.5290759e-004  4.0274978e-004
 -4.8260689e-004  6.1374484e-004 -9.0736735e-004 -4.5716719e-004  4.7558012e-004 -7.2924017e-004 -4.4686658e-004  5.1755618e-004
 -7.0094530e-004  8.7695143e-004 -1.2364250e-003 -5.2624229e-004  7.3459670e-004 -7.7104631e-004 -4.8687253e-004  6.4107279e-004
 -9.2620031e-004  1.2526798e-003 -1.5642466e-003 -5.2187967e-004  9.6463934e-004 -7.4775743e-004 -5.5037789e-004  5.6648941e-004
 -1.1489572e-003  1.7004406e-003 -1.8850775e-003 -5.1542751e-004  1.1137903e-003 -7.6413046e-004 -6.4788248e-004  3.9399125e-004
 -1.3684134e-003  2.2067536e-003 -2.2335474e-003 -5.0364401e-004  1.2183794e-003 -8.4081551e-004 -7.3495564e-004  1.5928562e-004
 -1.5753684e-003  2.7428988e-003 -2.5981122e-003 -4.5417461e-004  1.2977919e-003 -8.4030359e-004 -7.8774902e-004 -1.9411536e-004
 -1.7526085e-003  3.3433347e-003 -2.9358449e-003 -3.8439310e-004  1.4934224e-003 -7.4345002e-004 -8.4984182e-004 -5.4478920e-004
 -1.9109888e-003  4.0323780e-003 -3.2253893e-003 -3.5659350e-004  1.6608092e-003 -6.3423534e-004 -8.5613423e-004 -9.2074584e-004
 -2.0644969e-003  4.7493141e-003 -3.4804175e-003 -3.4785147e-004  1.6693426e-003 -5.7392487e-004 -7.9988058e-004 -1.2612401e-003
 -2.2169990e-003  5.4431729e-003 -3.7197737e-003 -3.5721428e-004  1.5688121e-003 -5.4619971e-004 -7.4126419e-004 -1.2840405e-003
 -2.3833431e-003  6.0761941e-003 -3.9560544e-003 -3.9587341e-004  1.4298803e-003 -5.6128655e-004 -6.1514591e-004 -8.8975236e-004
 -2.5695149e-003  6.6531114e-003 -4.2059115e-003 -4.5207901e-004  1.2794880e-003 -5.7628639e-004 -4.1844168e-004 -9.6999424e-005
 -2.7854138e-003  7.1553968e-003 -4.4379689e-003 -5.2005408e-004  1.1241743e-003 -5.0158638e-004 -1.8207489e-004  1.0094455e-003
 -3.0258034e-003  7.6101635e-003 -4.6208612e-003 -5.7255141e-004  1.0079469e-003 -3.5355975e-004  2.4186849e-005  2.3612057e-003
 -3.2895152e-003  7.9921384e-003 -4.7384148e-003 -6.2606076e-004  8.0649921e-004 -2.2638030e-004  1.7053857e-004  3.8843838e-003
 -3.5732319e-003  8.2845295e-003 -4.8342239e-003 -6.6282628e-004  6.1539682e-004 -2.0976970e-004  2.7785313e-004  5.1656067e-003
 -3.8734276e-003  8.5223713e-003 -4.9227687e-003 -7.1846329e-004  5.3578766e-004 -1.6905964e-004  3.7091772e-004  6.0665730e-003
 -4.2089740e-003  8.7517187e-003 -4.9755662e-003 -8.0020325e-004  5.4642059e-004 -7.3501562e-005  3.8282893e-004  6.4807686e-003
 -4.5616316e-003  8.9888743e-003 -4.9895011e-003 -8.0196442e-004  5.5511718e-004  1.6366757e-005  2.7885151e-004  6.4160418e-003
 -4.8978010e-003  9.1998914e-003 -4.9654348e-003 -7.5295401e-004  4.2406577e-004  9.2815631e-005  1.2896100e-004  6.1605881e-003
 -5.2164268e-003  9.3205552e-003 -4.9153176e-003 -7.0990439e-004  2.0182143e-004  1.4795923e-004 -8.4024516e-005  5.7275020e-003
 -5.5101608e-003  9.3682498e-003 -4.8394480e-003 -6.4144377e-004  6.7791270e-005  2.0487759e-004 -2.4801906e-004  5.2276788e-003
 -5.7732511e-003  9.3698263e-003 -4.7473051e-003 -5.7861593e-004 -3.6766688e-005  2.2007351e-004 -2.7816826e-004  4.6602263e-003
 -6.0191831e-003  9.3166392e-003 -4.6677317e-003 -5.5222316e-004 -1.7942777e-004  1.5904017e-004 -1.3555487e-004  4.0040877e-003
 -6.2575876e-003  9.2076909e-003 -4.6262072e-003 -5.3949275e-004 -2.7656214e-004  6.3283539e-005  1.4828163e-004  3.2650774e-003
 -6.4849745e-003  9.0832304e-003 -4.6105747e-003 -4.9652779e-004 -2.9240701e-004  4.3363838e-005  5.6621425e-004  2.4780411e-003
 -6.6863770e-003  8.9541790e-003 -4.5836787e-003 -4.4602889e-004 -2.9557331e-004  6.5450379e-005  1.1392398e-003  1.7595681e-003
 -6.8750910e-003  8.8249829e-003 -4.5685630e-003 -4.1784651e-004 -3.0774425e-004  6.1916857e-006  1.8431860e-003  1.2949242e-003
 -7.0434982e-003  8.6932361e-003 -4.5776636e-003 -3.6662249e-004 -2.7504805e-004 -2.5144825e-005  2.5295125e-003  1.1140320e-003
